Datum;Tijd;Parameter;Locatie;Meting;Verwachting;Astronomisch getijden;Eenheid;Bemonsteringshoogte;Referentievlak;
13-6-2019;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;11;;;cm;-999999999;NAP;
13-6-2019;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;4;;;cm;-999999999;NAP;
13-6-2019;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-1;;;cm;-999999999;NAP;
13-6-2019;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-6;;-8;cm;-999999999;NAP;
13-6-2019;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-12;;-14;cm;-999999999;NAP;
13-6-2019;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-17;;-19;cm;-999999999;NAP;
13-6-2019;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-23;;-25;cm;-999999999;NAP;
13-6-2019;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-28;;-30;cm;-999999999;NAP;
13-6-2019;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-34;-46;-36;cm;-999999999;NAP;
13-6-2019;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-51;-41;cm;;;
13-6-2019;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-56;-46;cm;;;
13-6-2019;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-61;-51;cm;;;
13-6-2019;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-66;-56;cm;;;
13-6-2019;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-70;-61;cm;;;
13-6-2019;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-74;-66;cm;;;
13-6-2019;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-78;-71;cm;;;
13-6-2019;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-82;-75;cm;;;
13-6-2019;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-86;-79;cm;;;
13-6-2019;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-89;-83;cm;;;
13-6-2019;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-92;-87;cm;;;
13-6-2019;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-95;-90;cm;;;
13-6-2019;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-98;-92;cm;;;
13-6-2019;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-99;-94;cm;;;
13-6-2019;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-101;-95;cm;;;
13-6-2019;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-101;-95;cm;;;
13-6-2019;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-99;-94;cm;;;
13-6-2019;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-96;-92;cm;;;
13-6-2019;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-91;-90;cm;;;
13-6-2019;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-85;-86;cm;;;
13-6-2019;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-79;-81;cm;;;
13-6-2019;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-71;-75;cm;;;
13-6-2019;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-63;-68;cm;;;
13-6-2019;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-55;-60;cm;;;
13-6-2019;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-46;-52;cm;;;
13-6-2019;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-37;-43;cm;;;
13-6-2019;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-29;-33;cm;;;
13-6-2019;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-20;-23;cm;;;
13-6-2019;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-11;-14;cm;;;
13-6-2019;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-2;-4;cm;;;
13-6-2019;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;6;5;cm;;;
13-6-2019;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;14;14;cm;;;
13-6-2019;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;20;22;cm;;;
13-6-2019;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;27;29;cm;;;
13-6-2019;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;34;37;cm;;;
13-6-2019;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;40;43;cm;;;
13-6-2019;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;46;50;cm;;;
13-6-2019;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;51;55;cm;;;
13-6-2019;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;56;61;cm;;;
13-6-2019;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;60;66;cm;;;
13-6-2019;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;65;71;cm;;;
13-6-2019;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;69;75;cm;;;
13-6-2019;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;73;80;cm;;;
13-6-2019;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;77;83;cm;;;
13-6-2019;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;80;87;cm;;;
13-6-2019;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;83;89;cm;;;
13-6-2019;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;85;92;cm;;;
13-6-2019;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;87;94;cm;;;
13-6-2019;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;88;96;cm;;;
13-6-2019;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;89;97;cm;;;
13-6-2019;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;91;97;cm;;;
13-6-2019;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;91;98;cm;;;
13-6-2019;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;91;97;cm;;;
13-6-2019;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;90;96;cm;;;
13-6-2019;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;88;94;cm;;;
13-6-2019;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;86;91;cm;;;
13-6-2019;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;83;88;cm;;;
13-6-2019;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;80;84;cm;;;
13-6-2019;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;76;79;cm;;;
13-6-2019;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;72;74;cm;;;
13-6-2019;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;67;68;cm;;;
13-6-2019;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;61;62;cm;;;
13-6-2019;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;55;56;cm;;;
13-6-2019;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;49;49;cm;;;
13-6-2019;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;43;43;cm;;;
13-6-2019;21:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;36;36;cm;;;
13-6-2019;21:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;30;29;cm;;;
13-6-2019;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;23;23;cm;;;
13-6-2019;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;16;16;cm;;;
13-6-2019;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;10;9;cm;;;
13-6-2019;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;3;3;cm;;;
13-6-2019;22:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-3;-4;cm;;;
13-6-2019;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-10;-10;cm;;;
13-6-2019;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-16;-16;cm;;;
13-6-2019;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-22;-22;cm;;;
13-6-2019;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-28;-28;cm;;;
13-6-2019;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-34;-34;cm;;;
13-6-2019;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-40;-40;cm;;;
13-6-2019;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-45;-46;cm;;;
13-6-2019;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-51;-52;cm;;;
13-6-2019;23:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-56;-57;cm;;;
14-6-2019;00:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-61;-63;cm;;;
14-6-2019;00:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-66;-69;cm;;;
14-6-2019;00:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-70;-74;cm;;;
14-6-2019;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-75;-80;cm;;;
14-6-2019;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-80;-85;cm;;;
14-6-2019;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-84;-90;cm;;;
14-6-2019;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-89;-95;cm;;;
14-6-2019;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-93;-99;cm;;;
14-6-2019;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-97;-102;cm;;;
14-6-2019;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-100;-105;cm;;;
14-6-2019;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-103;-106;cm;;;
14-6-2019;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-105;-107;cm;;;
14-6-2019;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-105;-107;cm;;;
14-6-2019;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-104;-105;cm;;;
14-6-2019;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-99;-103;cm;;;
14-6-2019;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-91;-99;cm;;;
14-6-2019;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-82;-93;cm;;;
14-6-2019;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-75;-87;cm;;;
14-6-2019;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-67;-79;cm;;;
14-6-2019;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-59;-71;cm;;;
14-6-2019;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-52;-62;cm;;;
14-6-2019;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-44;-53;cm;;;
14-6-2019;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-36;-43;cm;;;
14-6-2019;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-28;-34;cm;;;
14-6-2019;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-20;-25;cm;;;
14-6-2019;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-13;-17;cm;;;
14-6-2019;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-6;-9;cm;;;
14-6-2019;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;0;-2;cm;;;
14-6-2019;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;5;4;cm;;;
14-6-2019;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;10;10;cm;;;
14-6-2019;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;15;16;cm;;;
14-6-2019;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;19;21;cm;;;
14-6-2019;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;23;25;cm;;;
14-6-2019;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;27;30;cm;;;
14-6-2019;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;29;34;cm;;;
14-6-2019;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;32;38;cm;;;
14-6-2019;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;34;42;cm;;;
14-6-2019;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;36;45;cm;;;
14-6-2019;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;38;48;cm;;;
14-6-2019;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;39;50;cm;;;
14-6-2019;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;40;53;cm;;;
14-6-2019;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;40;55;cm;;;
14-6-2019;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;56;cm;;;
14-6-2019;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;58;cm;;;
14-6-2019;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;59;cm;;;
14-6-2019;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;42;59;cm;;;
14-6-2019;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;42;60;cm;;;
14-6-2019;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;42;60;cm;;;
14-6-2019;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;59;cm;;;
14-6-2019;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;59;cm;;;
14-6-2019;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;40;57;cm;;;
14-6-2019;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;38;55;cm;;;
14-6-2019;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;37;53;cm;;;
14-6-2019;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;34;50;cm;;;
14-6-2019;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;31;47;cm;;;
14-6-2019;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;28;43;cm;;;
14-6-2019;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;23;38;cm;;;
14-6-2019;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;18;34;cm;;;
